CityID;CityName;StateProvinceID;LatestRecordedPopulation;LastEditedBy;ValidFrom;ValidTo
1066;Arch Cape;38;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1067;Archbald;39;6984;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1068;Archbold;36;4346;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1069;Archdale;34;11415;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1070;Archer;10;1118;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1071;Archer;16;131;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1072;Archer;28;81;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1073;Archer City;45;1834;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1074;Archer Lodge;34;4292;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1075;Archibald;19;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1076;Archie;19;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1077;Archie;26;1170;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1078;Archville;33;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1079;Arco;11;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1080;Arco;24;75;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1081;Arco;13;995;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1082;Arcola;25;361;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1083;Arcola;26;55;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1084;Arcola;14;2916;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1085;Arcola;11;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1086;Arcola;49;233;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1087;Arcola;45;1642;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1088;Arcola;15;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1089;Arctic Village;2;152;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1090;Ardara;39;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1091;Arden;33;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1092;Arden;29;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1093;Arden;4;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1094;Arden;8;439;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1095;Arden Hills;24;9552;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1096;Arden Town;5;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1097;Ardencroft;8;231;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1098;Ardentown;8;264;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1099;Ardenvoir;50;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1100;Ardmore;43;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1101;Ardmore;39;12455;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1102;Ardmore;44;1213;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1103;Ardmore;1;1194;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1104;Ardmore;37;24283;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1105;Ardoch;35;67;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1106;Ardsley;33;4452;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1107;Arecibo;40;44191;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1108;Aredale;16;74;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1109;Arena;52;834;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1110;Arenas Valley;32;1522;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1111;Arendtsville;39;952;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1112;Arenzville;14;409;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1113;Argenta;14;947;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1114;Argentine;23;2525;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1115;Argo;1;4071;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1116;Argo;18;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1117;Argo;45;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1118;Argonia;17;501;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1119;Argonne;52;160;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1120;Argos;15;1691;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1121;Argusville;35;475;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1122;Argyle;52;857;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1123;Argyle;33;306;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1124;Argyle;24;639;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1125;Argyle;26;162;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1126;Argyle;11;212;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1127;Argyle;45;3282;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1128;Argyle;16;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1129;Arial;42;2543;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1130;Ariel;50;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1131;Ariel;10;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1132;Arietta;33;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1133;Arimo;13;355;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1134;Arion;16;108;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1135;Aripeka;10;308;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1136;Aripine;3;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1137;Arispe;45;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1138;Arispe;16;100;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1139;Arista;51;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1140;Aristes;39;311;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1141;Ariton;1;764;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1142;Arivaca;3;695;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1143;Arivaca Junction;3;1090;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1144;Arizona City;3;10475;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1145;Arizona Village;3;946;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1146;Arkadelphia;4;10714;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1147;Arkadelphia;1;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1148;Arkana;4;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1149;Arkansas City;4;366;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1150;Arkansas City;17;12415;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1151;Arkansaw;52;177;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1152;Arkdale;52;158;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1153;Arkinda;4;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1154;Arkoe;26;68;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1155;Arkoma;37;1989;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1156;Arkport;33;844;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1157;Arkwright;33;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1158;Arland;52;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1159;Arlee;27;636;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1160;Arletta;50;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1161;Arley;1;357;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1162;Arlington;44;11517;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1163;Arlington;50;17926;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1164;Arlington;38;586;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1165;Arlington;45;365438;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1166;Arlington;28;1243;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1167;Arlington;14;193;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1168;Arlington;36;1455;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1169;Arlington;11;1479;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1170;Arlington;18;324;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1171;Arlington;33;4061;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1172;Arlington;47;1213;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1173;Arlington;22;42844;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1174;Arlington;52;819;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1175;Arlington;43;915;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1176;Arlington;17;473;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1177;Arlington;16;429;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1178;Arlington;24;2233;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1179;Arlington;49;207627;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1180;Arlington;34;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1181;Arlington;19;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1182;Arlington;3;194;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1183;Arlington;53;25;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1184;Arlington;15;433;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1185;Arlington;6;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1186;Arlington Heights;36;745;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1187;Arlington Heights;14;75101;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1188;Arm;25;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1189;Arma;17;1481;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1190;Armada;23;1730;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1191;Armagh;39;122;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1192;Armbrust;39;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1193;Armijo;32;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1194;Armington;27;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1195;Armington;14;343;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1196;Arminto;53;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1197;Armona;5;4156;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1198;Armonk;33;4330;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1199;Armor;33;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1200;Armorel;4;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1201;Armour;43;699;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1202;Armstrong;16;926;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1203;Armstrong;26;284;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1204;Armstrong;10;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1205;Armstrong;37;105;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1206;Armstrong;45;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1207;Armstrong Creek;52;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1208;Armstrongs Mills;36;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1209;Arnaudville;19;1057;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1210;Arnegard;35;115;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1211;Arnett;37;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1212;Arnett;45;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1214;Arney;45;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1215;Arno;45;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1216;Arnold;39;498;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1218;Arnold;24;2960;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1219;Arnold;26;20808;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1220;Arnold;21;23106;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1221;Arnold;5;3843;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1222;Arnold;28;597;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1223;Arnold Line;25;1719;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1224;Arnold Mill;11;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1225;Arnolds Park;16;1126;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1226;Arnoldsville;11;357;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1227;Arnot;39;332;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1228;Arnott;52;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1229;Arock;38;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1230;Aroma Park;14;743;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1231;Aromas;5;2650;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1232;Arona;39;370;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1233;Aroya;6;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1234;Arp;45;970;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1235;Arpelar;37;272;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1236;Arpin;52;333;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1237;Arredondo;10;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1238;Arrey;32;232;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1239;Arriba;6;193;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1240;Arrington;49;708;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1241;Arrington;17;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1242;Arrow Creek;27;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1243;Arrow Point;26;86;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1244;Arrow Rock;26;56;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1245;Arrowbear Lake;5;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1246;Arrowhead Highlands;5;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1247;Arrowsic;20;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1248;Arrowsmith;14;294;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1249;Arroyo;40;6396;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1250;Arroyo Grande;5;17252;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1251;Arroyo Hondo;32;474;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1252;Arroyo Seco;32;1785;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1253;Art;45;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1254;Artas;43;9;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1255;Artemus;18;590;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1256;Artesia;3;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1257;Artesia;5;16522;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1258;Artesia;32;11301;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1259;Artesia;25;440;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1260;Artesia Wells;45;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1261;Artesian;43;138;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1262;Arthur;35;337;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1263;Arthur;16;206;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1264;Arthur;28;117;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1265;Arthur;14;2288;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1266;Arthur;44;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1267;Arthur;29;337;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1268;Arthur City;45;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1269;Artois;5;295;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1270;Arundel;20;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1271;Arundel Village;21;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1272;Arvada;6;106433;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1273;Arvada;53;43;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1274;Arvana;45;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1275;Arvin;5;19304;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1276;Arvonia;49;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1277;Asbury;51;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1278;Asbury;31;273;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1279;Asbury;16;4170;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1280;Asbury;26;207;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1281;Asbury Park;31;16116;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1282;Ascutney;47;540;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1283;Ash Flat;4;1082;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1284;Ash Fork;3;396;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1285;Ash Grove;26;1472;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1286;Ash Grove;17;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1287;Asharoken;33;654;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1288;Ashaway;41;1485;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1289;Ashburn;11;4152;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1290;Ashburn;26;52;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1291;Ashburn;49;43511;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1292;Ashburnham;22;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1293;Ashby;22;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1294;Ashby;28;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1295;Ashby;1;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1296;Ashby;24;446;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1297;Ashdown;4;4723;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1298;Asheboro;34;25012;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1299;Asher;37;393;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1300;Asherton;45;1084;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1301;Asherville;17;28;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1302;Asheville;34;83393;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1303;Ashfield;22;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1304;Ashford;7;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1305;Ashford;33;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1306;Ashford;52;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1307;Ashford;50;217;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1308;Ashford;1;2148;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1309;Ashippun;52;333;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1310;Ashkum;14;761;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1311;Ashland;18;21684;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1312;Ashland;14;1333;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1313;Ashland;1;2037;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1314;Ashland;25;569;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1315;Ashland;27;824;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1316;Ashland;5;21925;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1317;Ashland;19;269;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1318;Ashland;38;20078;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1319;Ashland;26;3707;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1320;Ashland;28;2453;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1321;Ashland;49;7225;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1322;Ashland;17;867;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1323;Ashland;39;2817;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1324;Ashland;36;20362;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1325;Ashland;52;8216;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1326;Ashland;30;1244;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1327;Ashland;37;66;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1328;Ashland;20;709;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1329;Ashland;33;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1330;Ashland;22;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1331;Ashland City;44;4541;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1332;Ashland Heights;43;754;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1333;Ashley;36;1330;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1334;Ashley;39;2790;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1335;Ashley;35;749;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1336;Ashley;14;536;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1337;Ashley;23;563;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1338;Ashley;15;983;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1339;Ashley;26;90;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1340;Ashley Heights;34;380;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1341;Ashmore;14;785;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1342;Ashport;44;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1343;Ashtabula;36;19124;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1344;Ashtola;45;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1345;Ashton;42;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1346;Ashton;21;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1347;Ashton;17;;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1348;Ashton;16;458;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1349;Ashton;43;122;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1350;Ashton;28;194;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1351;Ashton;14;972;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1352;Ashton;13;1127;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1353;Ashville;36;4097;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
1354;Ashville;1;2212;1;2013-01-01 00:00:00.0000000;9999-12-31 23:59:59.9999999
